Object Name,RA(deg),DEC(deg),Velocity,Redshift,Distance,Best Mag OLD,Abs Mag OLD,Photometry/Distance Note,General Note,Best mag_g,Best mag_r,Best mag_z,New Abs Mag,g_new - g_old,NED RI Distance,NED RI stdev ,NED Name,Source,RA_SDSS,Dec_SDSS,z_SDSS,plate,fiberID,URL,SDSS Spectrum Filename,specObjID,Nucl/extra,RA_HI,DEC_HI,RA_AA oc,DEC_AA oc,HI_OC Offset,AA_cz,Name,HI position,OC position,HI FWHM,HI Flux,S/N,rms,AA Dist,HI Mass,Observed?,4M,MDM,Lick,Palomar,HET,check,StarSub Spectrum Name,Spectrum Quality,SpecQual Note,EXP Time,,,Choice,modelMag_g,modelMag_r,modelMag_z,petroMag_g,petroRad_g,petroMag_r,petroRad_r,petroMag_z,petroRad_z,B_modelMag_g,B_modeMag_r,B_modelMag_z,B_petroMag_g,B_petroMag_r,B_petroMag_z,modg diff,modr diff,modz diff,petg diff,petr diff,petz diff,E(B-V),(PC - MC) g,(PC - MC) r,(PC - MC) z,Spectra Obtained,S/N ok?,ssub ok?,"AGN candidate? (1=yes, 2=maybe)"
103656.76+135603.1,159.2365,13.93422,2992,0.009979,46.3062,17.202852,-16.12534372,-,,17.215712,16.870249,16.873386,-16.11248372,0.01286,,,SDSS J103656.76+135603.2,SDSS,159.2365,13.934215,0.00989766046404839,1748,498,http://das.sdss.org/spectro/1d_26/1748/1d/spSpec-53112-1748-498.fit,492246375682015232.fit,492246375682015232,n,159.23625,13.93888889,159.2358333,13.93361111,19.0556944,2985,,103656.7+135620,103656.6+135601,122(  4),2.84(0.07),23.9,2.39,45.4,9.14,,,,,,,,t492246375682015232_ssub.fits,,,,,,PC,17.158964,16.827454,16.746353,17.215712,17.72534,16.870249,16.75079,16.873386,17.918556,,,,,,,,,,,,,,0.06,0.04,0.13,,1,1,0
104808.53+145116.4,162.03558,14.85458,2861,0.009544,44.8878,17.199928,-16.0607136,-,,17.213165,16.844782,16.523708,-16.0474766,0.013237,,,SDSS J104808.54+145116.5,SDSS,162.03558,14.854573,0.00951674021780491,1749,530,http://das.sdss.org/spectro/1d_26/1749/1d/spSpec-53357-1749-530.fit,492528903059931136.fit,492528903059931136,n,,,,,,,,,,,,,,,,,,,,,,,t492528903059931136_ssub.fits,,,,,,PC,17.260696,16.811396,16.464691,17.213165,6.569582,16.844782,6.317734,16.523708,5.756182,,,,,,,,,,,,,,-0.05,0.03,0.06,,1,1,0
105935.63+144407.8,164.89847,14.7355,3102,0.010347,48.4702,17.353031,-16.07434306,-,,17.382437,17.090012,16.738617,-16.04493706,0.029406,,,SDSS J105935.63+144407.7,SDSS,164.89847,14.735499,0.0103625003248453,1750,579,http://das.sdss.org/spectro/1d_26/1750/1d/spSpec-53358-1750-579.fit,492810382537129984.fit,492810382537129984,n,164.8954167,14.74055556,164.8983333,14.73555556,20.66675309,3115,,105934.9+144426,105935.6+144408,117( 29),0.78(0.07),7.6,2.12,47.2,8.61,,,,,,,,t492810382537129984_ssub.fits,,,,,,PC,17.358776,17.075705,16.860893,17.382437,8.637555,17.090012,8.872674,16.738617,11.481264,,,,,,,,,,,,,,0.02,0.01,-0.12,,1,1,0
110532.03+122143.2,166.38347,12.36202,3253,0.010851,50.4977,17.465092,-16.05126599,-,,17.475662,17.170015,17.314518,-16.04069599,0.01057,,,SDSS J110532.03+122143.2,SDSS,166.38347,12.362018,0.0107279997318983,1603,589,http://das.sdss.org/spectro/1d_26/1603/1d/spSpec-53119-1603-589.fit,451432534505422848.fit,451432534505422848,n,,,,,,,,,,,,,,,,,,,,,,,t451432534505422848_ssub.fits,,,,,,PC,17.459364,17.151375,17.027449,17.475662,10.189191,17.170015,10.27172,17.314518,9.15591,,,,,,,,,,,,,,0.02,0.02,0.29,,1,1,0
095724.42+150701.5,149.35175,15.117109,3732.385581,0.01245,56.2237,17.709333,-16.04026411,-,,17.709333,17.181725,16.733646,-16.04026411,0,,,,SDSS,149.35175,15.117109,0.0124500002712011,2584,459,http://das.sdss.org/spectro/1d_26/2584/1d/spSpec-54153-2584-459.fit,727563927109500928.fit,727563927109500928,n,,,,,,,,,,,,,,,,,,,,,,,t727563927109500928_ssub.fits,,,,,,PC,17.74765,17.233267,16.803181,17.709333,11.378569,17.181725,11.851666,16.733646,11.46771,,,,,,,,,,,,,,-0.04,-0.05,-0.07,,1,1,0
102437.27+115429.0,156.1553,11.90806,2431,0.008109,38.5791,16.909698,-16.02206246,-,,16.911758,16.504215,16.212498,-16.02000246,0.00206,,,FGC 1063,SDSS,156.1553,11.908059,0.00808128993958235,1598,446,http://das.sdss.org/spectro/1d_26/1598/1d/spSpec-53033-1598-446.fit,450024789654896640.fit,450024789654896640,n,156.1554167,11.90611111,156.1554167,11.90805556,7,2432,FGC1063,102437.3+115422,102437.3+115429,151(  2),2.87(0.06),24.3,1.96,37.5,8.98,,,,,,,,t450024789654896640_ssub.fits,,,,,,PC,16.893684,16.445009,16.111012,16.911758,14.327294,16.504215,14.497608,16.212498,13.259078,,,,,,,,,,,,,,0.02,0.06,0.10,,1,1,0
100351.84+110559.9,150.96604,11.1,3303,0.011017,49.873,17.549459,-15.93986847,-,,17.536324,17.393064,17.534384,-15.95300347,-0.013135,,,SDSS J100351.85+110600.0,SDSS,150.96612,11.100061,0.0109222000464797,1307,562,http://das.sdss.org/spectro/1d_26/1307/1d/spSpec-52999-1307-562.fit,368115425889746944.fit,368115425889746944,n,150.9608333,11.09833333,150.9658333,11.1,18.65456607,3301,ADBS,100350.6+110554,100351.8+110600,75(  2),1.58(0.06),17.8,2.27,50.1,8.97,,,,,,,,t368115425889746944_ssub.fits,,,,,,PC,17.554976,17.323973,17.231333,17.536324,9.962918,17.393064,8.865329,17.534384,6.81753,,,,,,,,,,,,,,-0.02,0.07,0.30,,1,1,0
103216.86+153718.2,158.07027,15.621745,3178.853298,0.0106036,49.1953,17.532618,-15.92700007,-,,17.532618,17.196253,17.170034,-15.92700007,0,,,,SDSS,158.07027,15.621745,0.0106036001816392,2592,156,http://das.sdss.org/spectro/1d_26/2592/1d/spSpec-54178-2592-156.fit,729815833026494464.fit,729815833026494464,n,158.06625,15.61555556,158.0695833,15.62138889,23.97002673,3159,,103215.9+153656,103216.7+153717,70(  8),0.70(0.05),9.3,2.01,47.8,8.58,,,,,,,,t729815833026494464_ssub.fits,,,,,,PC,17.461542,17.136929,17.111521,17.532618,12.368125,17.196253,12.898057,17.170034,12.990996,,,,,,,,,,,,,,0.07,0.06,0.06,,1,1,0
100251.01+143311.6,150.71258,14.55324,2786.649887,0.00929534,43.1745,17.272375,-15.90376158,-,,17.272375,17.001451,16.890797,-15.90376158,0,,,,SDSS,150.71258,14.55324,0.00929533969610929,2584,640,http://das.sdss.org/spectro/1d_26/2584/1d/spSpec-54153-2584-640.fit,727563927868669952.fit,727563927868669952,n,150.7191667,14.55694444,150.7125,14.55333333,26.61994236,2807,,100252.6+143325,100251.0+143312,50(  9),0.43(0.04),7.5,1.77,42.8,8.27,,,,,,,,t727563927868669952_ssub.fits,,,,,,PC,17.228491,16.953581,16.82888,17.272375,8.014301,17.001451,8.458634,16.890797,8.092734,,,,,,,,,,,,,,0.04,0.05,0.06,,1,1,0
094820.28+155054.8,147.08453,15.848564,4523.86094,0.0150901,66.8938,18.225145,-15.90178434,-,,18.225145,17.851412,17.51635,-15.90178434,0,,,,SDSS,147.08453,15.848564,0.0150900995358825,2583,256,http://das.sdss.org/spectro/1d_26/2583/1d/spSpec-54095-2583-256.fit,727282202173243392.fit,727282202173243392,n,,,,,,,,,,,,,,,,,,,,,,,t727282202173243392_ssub.fits,,,,,,PC,18.206985,17.825911,17.44866,18.225145,6.164403,17.851412,5.854403,17.51635,5.736961,,,,,,,,,,,,,,0.02,0.03,0.07,,1,1,0
114813.50+123919.1,177.05625,12.65533,4127,0.013767,63.7305,18.15513,-15.866607,-,,18.15513,17.531723,17.051792,-15.86660663,0,,,SDSS J114813.50+123919.2,SDSS,177.05625,12.655344,0.0137576004490256,1608,593,http://das.sdss.org/spectro/1d_26/1608/1d/spSpec-53138-1608-593.fit,452839991010131968.fit,452839991010131968,n,,,,,,,,,,,,,,,,"4M2010 N2 47, 48","4M2010 N2 47, 48",,,,,,t452839991010131968_ssub.fits,,,,,,PC,18.167397,17.686947,17.178665,18.15513,11.754928,17.531723,13.179008,17.051792,17.431608,,,,,,,,,,,,,0.036,-0.01,-0.16,-0.13,114813+123919.fits,0,1,0
110747.04+150331.4,166.94601,15.05874,3431,0.011443,53.2865,17.824553,-15.80853298,-,,17.811539,17.431835,17.175905,-15.82154698,-0.013014,,,SDSS J110747.04+150331.4,SDSS,166.94601,15.05874,0.0114478999748826,1751,533,http://das.sdss.org/spectro/1d_26/1751/1d/spSpec-53377-1751-533.fit,493091938925281280.fit,493091938925281280,n,,,,,,,,,,,,,,,,,,,,,,,t493091938925281280_ssub.fits,,,,,,PC,17.83832,17.458248,17.15136,17.811539,3.664964,17.431835,3.757917,17.175905,3.472127,,,,,,,,,,,,,,-0.03,-0.03,0.02,,1,1,0
131623.94+123120.1,199.09976,12.52227,3469,0.01157,55.3657,17.910383,-15.80582098,-,,17.916487,17.418337,17.16951,-15.79971698,0.006104,,,SDSS J131623.94+123120.1,SDSS,199.09976,12.522272,0.0115804998204112,1697,503,http://das.sdss.org/spectro/1d_26/1697/1d/spSpec-53142-1697-503.fit,477891280739762176.fit,477891280739762176,n,,,,,,,,,,,,,,,,,,,,,,,t477891280739762176_ssub.fits,,,,,,PC,17.965879,17.538088,17.245945,17.916487,3.782006,17.418337,4.445204,17.16951,3.978846,,,,,,,,,,,,,,-0.05,-0.12,-0.08,,1,1,0
104921.71+125420.1,162.34049,12.9056,3029,0.010105,47.9225,17.585697,-15.81700033,-,,17.605259,17.267488,16.947145,-15.79743833,0.019562,,,SDSS J104921.71+125420.1,SDSS,162.34049,12.9056,0.0101923001930118,1749,41,http://das.sdss.org/spectro/1d_26/1749/1d/spSpec-53357-1749-041.fit,492528901008916480.fit,492528901008916480,n,,,,,,,,,,,,,,,,,,,,,,,t492528901008916480_ssub.fits,,,,,,PC,17.536749,17.265388,17.014458,17.605259,4.779975,17.267488,5.329188,16.947145,6.427506,,,,,,,,,,,,,,0.07,0.00,-0.07,,1,1,0
104653.98+134645.7,161.72495,13.77938,3184,0.010622,50.1705,17.714569,-15.78767315,-,,17.711189,17.749308,18.053465,-15.79105315,-0.00338,,,SDSS J104653.98+134645.7,SDSS,161.72495,13.779382,0.0107426000759006,1749,499,http://das.sdss.org/spectro/1d_26/1749/1d/spSpec-53357-1749-499.fit,492528902929907712.fit,492528902929907712,n,,,,,,,,,,,,,,,,,,,,,,,t492528902929907712_ssub.fits,,,,,,PC,17.534809,17.628803,18.185547,17.711189,3.514834,17.749308,3.990165,18.053465,5.391624,,,,,,,,,,,,,,0.18,0.12,-0.13,,1,1,0
105146.67+135835.5,162.94449,13.97654,2949,0.009836,46.2192,17.583063,-15.741049,-,,17.583063,17.26832,17.024519,-15.74104912,0,,,SDSS J105146.67+135835.5,SDSS,162.94449,13.976544,0.00987069960683584,1750,272,http://das.sdss.org/spectro/1d_26/1750/1d/spSpec-53358-1750-272.fit,492810381249478656.fit,492810381249478656,n,,,,,,,,,,,,,,,,"4M2010 N3 47, 48","4M2010 N3 47, 48",,,,,,t492810381249478656_ssub.fits,,,,,,PC,17.632685,17.252981,16.937929,17.583063,13.831256,17.26832,13.172799,17.024519,27.922132,,,,,,,,,,,,,0.032,-0.05,0.02,0.09,105146+135835.fits,0,1,0
114639.39+143337.5,176.66414,14.56042,3201,0.010679,50.7368,17.785704,-15.74091136,-,,17.796377,17.310198,16.932589,-15.73023836,0.010673,,,SDSS J114639.39+143337.4,SDSS,176.66414,14.560416,0.0106044001877308,1762,273,http://das.sdss.org/spectro/1d_26/1762/1d/spSpec-53415-1762-273.fit,496188325787336704.fit,496188325787336704,n,,,,,,,,,,,,,,,,,,,,,,,t496188325787336704_ssub.fits,,,,,,PC,17.809065,17.369993,16.965616,17.796377,3.656897,17.310198,3.650182,16.932589,3.739486,,,,,,,,,,,,,,-0.01,-0.06,-0.03,,1,1,0
114940.09+122338.2,177.41708,12.39397,3215,0.010725,50.9393,17.84902,-15.68624486,-,,17.854179,17.443226,17.406342,-15.68108586,0.005159,,,SDSS J114940.10+122338.3,SDSS,177.41708,12.393978,0.0107530998066068,1609,465,http://das.sdss.org/spectro/1d_26/1609/1d/spSpec-53142-1609-465.fit,453121482629840896.fit,453121482629840896,n,177.425,12.40111111,177.4170833,12.39388889,38.08951372,3201,,114942.0+122404,114940.1+122338,130(  4),0.77(0.05),8,1.79,48.2,8.63,,,,,,,,t453121482629840896_ssub.fits,,,,,,PC,17.711668,17.337328,17.100634,17.854179,10.292274,17.443226,10.396291,17.406342,9.583368,,,,,,,,,,,,,,0.14,0.11,0.31,,1,1,0
114603.18+143837.6,176.51326,14.6438,3124,0.010421,49.5591,17.799435,-15.67618205,-,,17.8043,17.051825,16.868877,-15.67131705,0.004865,,,SDSS J114603.18+143837.6,SDSS,176.51326,14.643798,0.0104344002902508,1762,302,http://das.sdss.org/spectro/1d_26/1762/1d/spSpec-53415-1762-302.fit,496188325908971520.fit,496188325908971520,n,,,,,,,,,,,,,,,,,,,,,,,t496188325908971520_ssub.fits,,,,,,PC,17.965113,17.04936,16.641439,17.8043,7.364722,17.051825,8.445118,16.868877,7.101348,,,,,,,,,,,,,,-0.16,0.00,0.23,,1,1,0
095612.70+153637.0,149.05292,15.61028,4580,0.015277,68.1319,18.52354,-15.6432125,-,,18.52354,17.684689,17.527899,-15.6432125,0,,,LSBC D637-07,SDSS,149.05293,15.610293,0.0153486002236605,2584,366,http://das.sdss.org/spectro/1d_26/2584/1d/spSpec-54153-2584-366.fit,727563926719430656.fit,727563926719430656,n,149.0570833,15.60555556,149.0541667,15.60888889,15.69298465,4574,F637-7,095613.7+153620,095613.0+153632,135(  4),1.59(0.07),14.3,2.13,67.9,9.24,,,,,,,,t727563926719430656_ssub.fits,,,,,,PC,17.981909,17.464472,17.877468,18.52354,27.92131,17.684689,27.923092,17.527899,27.914354,,,,,,,,,,,,,,0.54,0.22,-0.35,,1,1,0
102339.35+123725.6,155.914,12.62378,2723,0.009083,42.3778,17.522943,-15.61274904,-,,17.50532,16.957283,16.585514,-15.63037204,-0.017623,,,SDSS J102339.36+123725.6,SDSS,155.914,12.623774,0.00905431993305683,1746,64,http://das.sdss.org/spectro/1d_26/1746/1d/spSpec-53062-1746-064.fit,491683209159901184.fit,491683209159901184,n,,,,,,,,,,,,,,,,,,,,,,,t491683209159901184_ssub.fits,,,,,,PC,17.45105,16.88504,16.472433,17.50532,10.490808,16.957283,10.946979,16.585514,9.19691,,,,,,,,,,,,,,0.05,0.07,0.11,,1,1,0
112250.67+122041.6,170.71114,12.34489,1552,0.005176,27.8843,16.646898,-15.57990073,-,,16.635323,16.414537,16.419373,-15.59147573,-0.011575,,,IC 2781,SDSS,170.71114,12.344886,0.00502989022061229,1605,592,http://das.sdss.org/spectro/1d_26/1605/1d/spSpec-53062-1605-592.fit,451995239658291200.fit,451995239658291200,n,170.7129167,12.34638889,170.71125,12.34472222,8.387748008,1544,I2781,112251.1+122047,112250.7+122041,72(  6),1.25(0.05),15.4,2.12,17.5,7.96,,,,,,,,t451995239658291200_ssub.fits,,,,,,PC,16.71114,16.43944,16.304474,16.635323,9.13193,16.414537,8.492533,16.419373,7.619853,,,,,,,,,,,,,,-0.08,-0.02,0.11,,1,1,0
114457.54+132314.9,176.23975,13.38749,3222,0.010749,50.8319,17.942394,-15.588288,-,,17.942394,17.222765,16.850935,-15.58828772,0,,,SDSS J114457.54+132314.9,SDSS,176.23975,13.387487,0.0107362000271678,1608,572,http://das.sdss.org/spectro/1d_26/1608/1d/spSpec-53138-1608-572.fit,452839990922051584.fit,452839990922051584,n,,,,,,,,,,,,,,,,observed,,,,,,,t452839990922051584_ssub.fits,,,,,,PC,17.709839,17.16946,16.799788,17.942394,11.388904,17.222765,13.171733,16.850935,13.50368,,,,,,,,,,,,,0.049,0.23,0.05,0.05,114457+132314.fits,0,1,0
095138.19+102622.9,147.90914,10.43971,3820,0.012743,57.2441,18.210245,-15.57840866,-,,18.212667,17.804527,17.547541,-15.57598666,0.002422,,,SDSS J095138.19+102622.9,SDSS,147.90914,10.439712,0.0127413999289274,1306,472,http://das.sdss.org/spectro/1d_26/1306/1d/spSpec-52996-1306-472.fit,367833937650647040.fit,367833937650647040,n,,,,,,,,,,,,,,,,,,,,,,,t367833937650647040_ssub.fits,,,,,,PC,18.185287,17.861546,17.531858,18.212667,3.424642,17.804527,3.587471,17.547541,3.56855,,,,,,,,,,,,,,0.03,-0.06,0.02,,1,1,0
104431.01+134240.3,161.12921,13.7112,2853,0.009517,44.7462,17.716574,-15.5372068,-,,17.716574,17.410362,17.076759,-15.5372068,0,,,SDSS J104431.00+134240.3,SDSS,,,,,,http://das.sdss.org/spectro/1d_26/1749/1d/spSpec-53357-1749-276.fit,492528901994577920.fit,492528901994577920,n,,,,,,,,,,,,,,,,,,,,,,,t492528901994577920_ssub.fits,,,,,,PC,17.70351,17.416508,17.173555,17.716574,3.657906,17.410362,3.834196,17.076759,4.236179,,,,,,,,,,,,,,0.01,-0.01,-0.10,,1,1,0
100649.54+111408.9,151.70644,11.23583,3124,0.01042,48.2062,17.895641,-15.51987349,-,,17.886669,17.300163,16.850315,-15.52884549,-0.008972,,,SDSS J100649.54+111408.9,SDSS,151.70643,11.235833,0.0104780001565814,1308,455,http://das.sdss.org/spectro/1d_26/1308/1d/spSpec-53053-1308-455.fit,368397132345901056.fit,368397132345901056,n,,,,,,,,,,,,,,,,,,,,,,,t368397132345901056_ssub.fits,,,,,,PC,17.617807,17.117876,16.709423,17.886669,4.428064,17.300163,4.697964,16.850315,4.749569,17.233896,16.797993,16.562878,17.288412,16.84433,16.681866,-0.383911,-0.319883,-0.146545,-0.598257,-0.455833,-0.168449,,0.27,0.18,0.14,,1,1,0
114444.05+150140.0,176.18356,15.02778,3357,0.011198,52.7493,18.089216,-15.5218675,-,,18.083151,17.477015,17.145786,-15.5279325,-0.006065,,,SDSS J114444.05+150140.0,SDSS,176.18356,15.027784,0.0112027004361153,1761,477,http://das.sdss.org/spectro/1d_26/1761/1d/spSpec-53376-1761-477.fit,495906684162539520.fit,495906684162539520,n,176.1775,15.035,176.1833333,15.02777778,32.97480458,3356,,114442.6+150206,114444.0+150140,100(  7),0.62(0.05),7.8,1.77,50.5,8.57,,,,,,,,t495906684162539520_ssub.fits,,,,,,PC,17.901869,17.444872,17.178534,18.083151,12.742103,17.477015,14.947336,17.145786,17.00915,,,,,,,,,,,,,,0.18,0.03,-0.03,,1,1,0
103142.10+121656.6,157.92545,12.2824,2857,0.009529,44.8386,17.736982,-15.52127822,-,,17.741169,17.262644,16.959093,-15.51709122,0.004187,,,SDSS J103142.10+121656.6,SDSS,157.92545,12.282401,0.00951941031962633,1599,523,http://das.sdss.org/spectro/1d_26/1599/1d/spSpec-53089-1599-523.fit,450306505472737280.fit,450306505472737280,n,,,,,,,,,,,,,,,,,,,,,,,t450306505472737280_ssub.fits,,,,,,PC,17.663078,17.246098,16.940109,17.741169,8.884348,17.262644,9.404789,16.959093,10.228649,,,,,,,,,,,,,,0.08,0.02,0.02,,1,0,0
105018.96+131618.6,162.57901,13.27186,1073,0.003579,17.5023,15.733556,-15.48192,-,,15.733556,15.034905,15.361289,-15.48191962,0,11.1,0,UGC 05944,SDSS,162.57901,13.271856,0.00360546004958451,1749,66,http://das.sdss.org/spectro/1d_26/1749/1d/spSpec-53357-1749-066.fit,492528901113774080.fit,492528901113774080,n,,,,,,,,,,,,,,,,,,,,,,,t492528901113774080_ssub.fits,,,,,,PC,15.633351,15.012386,15.435635,15.733556,29.362009,15.034905,29.52306,15.361289,22.614332,,,,,,,,,,,,,,0.10,0.02,-0.07,,0,1,0
102641.98+115349.9,156.67492,11.89722,2284,0.007618,36.4297,17.374346,-15.43293197,-,,17.363205,17.01438,17.482351,-15.44407297,-0.011141,,,SDSS J102641.98+115350.0,SDSS,156.67492,11.897225,0.00762081984430552,1599,330,http://das.sdss.org/spectro/1d_26/1599/1d/spSpec-53089-1599-330.fit,450306504663236608.fit,450306504663236608,n,156.6758333,11.89777778,156.6745833,11.89722222,4.836251089,2283,,102642.2+115352,102641.9+115350,89(  4),2.03(0.05),25.2,1.9,35.3,8.78,,,,,,,,t450306504663236608_ssub.fits,,,,,,PC,17.280333,16.990173,16.917194,17.363205,11.451229,17.01438,12.005855,17.482351,9.097548,,,,,,,,,,,,,,0.08,0.02,0.57,,1,1,0
114758.64+135438.4,176.99434,13.91068,3340,0.011141,52.5347,18.167152,-15.43507928,-,,18.16818,17.701693,17.306522,-15.43405128,0.001028,,,SDSS J114758.64+135438.4,SDSS,176.99434,13.910677,0.0110609997063875,1762,242,http://das.sdss.org/spectro/1d_26/1762/1d/spSpec-53415-1762-242.fit,496188325657313280.fit,496188325657313280,n,,,,,,,,,,,,,,,,,,,,,,,t496188325657313280_ssub.fits,,,,,,PC,18.218893,17.732658,17.357307,18.16818,5.821887,17.701693,6.009846,17.306522,6.384463,,,,,,,,,,,,,,-0.05,-0.03,-0.05,,1,1,0
094731.39+102931.5,146.88083,10.49211,3123,0.010418,47.4585,17.949369,-15.43220104,-,,17.964909,17.702904,17.325354,-15.41666104,0.01554,,,SDSS J094731.40+102931.6,SDSS,146.88082,10.492099,0.0104176001623273,1306,356,http://das.sdss.org/spectro/1d_26/1306/1d/spSpec-52996-1306-356.fit,367833937164107776.fit,367833937164107776,n,146.8666667,10.50277778,146.8808333,10.49222222,62.91790012,3112,,094728.0+103010,094731.4+102932,36(  7),0.46(0.05),7,2.36,47.4,8.39,,,,,,,,t367833937164107776_ssub.fits,,,,,,PC,18.001354,17.682062,17.36153,17.964909,13.286627,17.702904,13.332155,17.325354,9.533698,,,,,,,,,,,,,,-0.04,0.02,-0.04,,1,1,0
094810.89+143313.2,147.04539,14.553672,3805.564214,0.0126941,57.0414,18.366331,-15.41461988,-,,18.366331,17.857435,17.472975,-15.41461988,0,,,,SDSS,147.04539,14.553672,0.0126940999180079,2582,488,http://das.sdss.org/spectro/1d_26/2582/1d/spSpec-54139-2582-488.fit,727000917148172288.fit,727000917148172288,n,,,,,,,,,,,,,,,,,,,,,,,t727000917148172288_ssub.fits,,,,,,PC,18.054413,17.589514,17.186247,18.366331,5.19612,17.857435,5.544651,17.472975,5.507494,,,,,,,,,,,,,,0.31,0.27,0.29,,1,1,0
101033.91+123539.6,152.64133,12.59436,2773,0.009249,43.0933,17.766003,-15.40604576,-,,17.770216,17.459616,17.483536,-15.40183276,0.004213,,,SDSS J101033.92+123539.7,SDSS,152.64134,12.594373,0.00926143024116755,1745,233,http://das.sdss.org/spectro/1d_26/1745/1d/spSpec-53061-1745-233.fit,491401730597060608.fit,491401730597060608,n,,,,,,,,,,,,,,,,,,,,,,,t491401730597060608_ssub.fits,,,,,,PC,17.785082,17.419861,17.164154,17.770216,10.605557,17.459616,9.945989,17.483536,8.870416,,,,,,,,,,,,,,-0.01,0.04,0.32,,1,1,0
103645.62+133545.2,159.19012,13.59589,2957,0.009865,45.676,17.90959,-15.38885032,-,,17.899139,17.621788,17.377731,-15.39930132,-0.010451,,,SDSS J103645.63+133545.2,SDSS,159.19014,13.595896,0.00976534001529217,1748,477,http://das.sdss.org/spectro/1d_26/1748/1d/spSpec-53112-1748-477.fit,492246375593934848.fit,492246375593934848,n,,,,,,,,,,,,,,,,,,,,,,,t492246375593934848_ssub.fits,,,,,,PC,17.891079,17.58279,17.407795,17.899139,8.388194,17.621788,8.286556,17.377731,9.773335,,,,,,,,,,,,,,0.01,0.04,-0.03,,1,1,0
100706.51+125351.3,151.77715,12.8976,2721,0.009076,42.2336,17.735224,-15.39306651,-,,17.745056,17.418247,17.105539,-15.38323451,0.009832,,,SDSS J100706.51+125351.3,SDSS,151.77715,12.8976,0.00907917972654104,1745,357,http://das.sdss.org/spectro/1d_26/1745/1d/spSpec-53061-1745-357.fit,491401731117154304.fit,491401731117154304,n,151.7645833,12.91,151.7770833,12.8975,62.84119057,2727,,100703.5+125436,100706.5+125351,109(  6),0.90(0.06),9,2.14,41.7,8.57,,,,,,,,t491401731117154304_ssub.fits,,,,,,PC,17.786509,17.501431,17.26206,17.745056,4.348427,17.418247,4.636899,17.105539,23.711428,,,,,,,,,,,,,,-0.04,-0.08,-0.16,,1,1,0
100058.56+114514.6,150.24404,11.75406,2951,0.009845,45.4922,17.891077,-15.3986077,-,,17.916523,17.556595,17.123276,-15.3731617,0.025446,,,SDSS J100058.57+114514.6,SDSS,150.24407,11.754043,0.00987473037093878,1744,140,http://das.sdss.org/spectro/1d_26/1744/1d/spSpec-53055-1744-140.fit,491120229460475904.fit,491120229460475904,n,,,,,,,,,,,,,,,,,,,,,,,t491120229460475904_ssub.fits,,,,,,PC,17.927231,17.513128,17.143362,17.916523,9.83506,17.556595,9.420501,17.123276,9.726123,,,,,,,,,,,,,,-0.01,0.04,-0.02,,1,1,0
103140.82+135005.7,157.92009,13.83493,1259,0.004199,21.8157,16.32004,-15.37380576,-,,16.329405,15.996786,15.751237,-15.36444076,0.009365,,,2MASXi J1031407+135004,SDSS,157.92009,13.834928,0.00420888001099229,1747,547,http://das.sdss.org/spectro/1d_26/1747/1d/spSpec-53075-1747-547.fit,491964741997035520.fit,491964741997035520,n,157.9241667,13.83416667,157.92,13.83444444,14.59915882,1288,,103141.8+135003,103140.8+135004,102(  3),2.06(0.06),22.3,2.05,21.3,8.34,,,,,,,,t491964741997035520_ssub.fits,,,,,,PC,16.363762,16.016937,15.768789,16.329405,9.868049,15.996786,9.948494,15.751237,8.970753,,,,,,,,,,,,,,-0.03,-0.02,-0.02,,1,1,0
114406.98+132027.1,176.02909,13.34087,3158,0.010533,49.8077,18.147478,-15.33900444,-,,18.146389,17.796968,17.444471,-15.34009344,-0.001089,,,SDSS J114406.98+132027.1,SDSS,176.02909,13.340868,0.0105119002982974,1608,528,http://das.sdss.org/spectro/1d_26/1608/1d/spSpec-53138-1608-528.fit,452839990737502208.fit,452839990737502208,n,,,,,,,,,,,,,,,,,,,,,,,t452839990737502208_ssub.fits,,,,,,PC,18.164728,17.815418,17.502867,18.146389,4.35502,17.796968,4.731544,17.444471,4.474993,,,,,,,,,,,,,,-0.02,-0.02,-0.06,,1,1,0
110051.93+135252.7,165.2164,13.881329,1577,0.005259075,27.95,16.910816,-15.32,-,,16.910816,16.600382,16.177429,-15.32097652,0,,,,SDSS,165.2164,13.881329,-0.00218850001692772,1750,78,http://das.sdss.org/spectro/1d_26/1750/1d/spSpec-53358-1750-078.fit,492810380435783680.fit,492810380435783680,n,,,,,,,,,,,,,,,,,,,,,,,t492810380435783680_ssub.fits,,,,,,PC,17.033037,16.614193,16.209862,16.910816,21.523443,16.600382,16.19075,16.177429,16.309599,,,,,,,,,,,,,,-0.12,-0.01,-0.03,,0,1,0
100603.82+103815.4,151.51595,10.63763,1559,0.005201,25.7225,16.74435,-15.30721588,-,,16.741692,16.313965,15.954986,-15.30987388,-0.002658,,,SDSS J100603.82+103815.4,SDSS,151.51595,10.637632,0.00521261990070343,1307,632,http://das.sdss.org/spectro/1d_26/1307/1d/spSpec-52999-1307-632.fit,368115426183348224.fit,368115426183348224,n,151.5154167,10.63472222,151.5158333,10.63777778,11.09834892,1565,,100603.7+103805,100603.8+103816,258( 26),2.06(0.11),11.1,2.59,25,8.48,,,,,,,,t368115426183348224_ssub.fits,,,,,,PC,16.773222,16.28381,15.916285,16.741692,11.202119,16.313965,10.623942,15.954986,10.832429,,,,,,,,,,,,,,-0.03,0.03,0.04,,1,1,0
